heure,pseudo,contexte,composant,evenement
2024-11-27 12:07:09,717,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-27 12:07:40,717,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 12:08:03,717,Fichier: Structure d'un programme,Fichier,Module de cours consulté
2024-11-27 12:08:32,717,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-27 12:08:35,717,Fichier: Instructions conditionnelles,Fichier,Module de cours consulté
2024-11-27 12:08:42,717,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-27 12:09:03,717,Fichier: Fiche de cours sur les sous-algorithmes,Fichier,Module de cours consulté
2024-11-27 12:09:06,717,Fichier: Exemples de sous-algorithmes,Fichier,Module de cours consulté
2024-11-27 12:12:18,717,Test: Quiz – Leçon 4,Test,Module de cours consulté
2024-11-27 14:24:33,364,Fichier: Fiche de cours sur les sous-algorithmes,Fichier,Module de cours consulté
2024-11-27 15:43:25,342,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 15:43:29,342,Test: Quiz – Leçon 1 : base,Test,Module de cours consulté
2024-11-27 15:43:32,342,Test: Quiz – Leçon 1 : base,Test,Tentative de test commencée
2024-11-27 15:43:32,342,Test: Quiz – Leçon 1 : base,Test,Tentative de test consultée
2024-11-27 15:44:54,342,Test: Quiz – Leçon 1 : base,Test,Tentative de test modifiée
2024-11-27 15:44:54,342,Test: Quiz – Leçon 1 : base,Test,Résumé de tentative de test consulté
2024-11-27 15:44:59,342,Test: Quiz – Leçon 1 : base,Test,Tentative de test envoyée
2024-11-27 15:44:59,342,Test: Quiz – Leçon 1 : base,Test,Tentative de test relue
2024-11-27 15:44:59,342,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-27 15:45:03,342,Test: Quiz – Leçon 1 : base,Test,Tentative de test relue
2024-11-27 15:45:05,342,Test: Quiz – Leçon 1 : base,Test,Tentative de test relue
2024-11-27 15:45:18,342,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 15:45:22,342,Test: Quiz – Leçon 1 : booléens,Test,Module de cours consulté
2024-11-27 15:45:26,342,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test commencée
2024-11-27 15:45:26,342,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test consultée
2024-11-27 15:48:37,342,Test: Quiz – Leçon 1 : booléens,Test,Résumé de tentative de test consulté
2024-11-27 15:48:37,342,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test modifiée
2024-11-27 15:48:40,342,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-27 15:48:40,342,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test envoyée
2024-11-27 15:48:41,342,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test relue
2024-11-27 15:51:12,342,Test: Quiz – Leçon 1 : algorithmes,Test,Module de cours consulté
2024-11-27 15:51:15,342,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test commencée
2024-11-27 15:51:16,342,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test consultée
2024-11-27 15:52:09,342,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test modifiée
2024-11-27 15:52:10,342,Test: Quiz – Leçon 1 : algorithmes,Test,Résumé de tentative de test consulté
2024-11-27 15:52:13,342,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test envoyée
2024-11-27 15:52:14,342,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test relue
2024-11-27 15:52:18,342,Test: Quiz – Leçon 2,Test,Module de cours consulté
2024-11-27 15:52:21,342,Test: Quiz – Leçon 2,Test,Tentative de test consultée
2024-11-27 15:52:21,342,Test: Quiz – Leçon 2,Test,Tentative de test commencée
2024-11-27 15:53:30,342,Test: Quiz – Leçon 2,Test,Tentative de test modifiée
2024-11-27 15:53:31,342,Test: Quiz – Leçon 2,Test,Résumé de tentative de test consulté
2024-11-27 15:53:34,342,Test: Quiz – Leçon 2,Test,Tentative de test relue
2024-11-27 15:53:34,342,Test: Quiz – Leçon 2,Test,Tentative de test envoyée
2024-11-27 15:53:39,342,Test: Quiz – Leçon 3,Test,Module de cours consulté
2024-11-27 15:59:26,342,Test: Quiz – Leçon 3,Test,Tentative de test commencée
2024-11-27 15:59:26,342,Test: Quiz – Leçon 3,Test,Tentative de test consultée
2024-11-27 16:01:35,342,Test: Quiz – Leçon 3,Test,Tentative de test modifiée
2024-11-27 16:01:36,342,Test: Quiz – Leçon 3,Test,Résumé de tentative de test consulté
2024-11-27 16:01:39,342,Test: Quiz – Leçon 3,Test,Tentative de test envoyée
2024-11-27 16:01:40,342,Test: Quiz – Leçon 3,Test,Tentative de test relue
2024-11-27 16:09:49,342,Test: Quiz – Leçon 4,Test,Module de cours consulté
2024-11-27 16:09:53,342,Test: Quiz – Leçon 4,Test,Tentative de test consultée
2024-11-27 16:09:53,342,Test: Quiz – Leçon 4,Test,Tentative de test commencée
2024-11-27 16:11:32,342,Test: Quiz – Leçon 4,Test,Tentative de test modifiée
2024-11-27 16:11:33,342,Test: Quiz – Leçon 4,Test,Résumé de tentative de test consulté
2024-11-27 16:11:36,342,Test: Quiz – Leçon 4,Test,Tentative de test relue
2024-11-27 16:11:36,342,Test: Quiz – Leçon 4,Test,Tentative de test envoyée
2024-11-27 16:16:38,717,Test: Quiz – Leçon 4,Test,Module de cours consulté
2024-11-27 16:16:42,717,Test: Quiz – Leçon 4,Test,Tentative de test commencée
2024-11-27 16:16:42,717,Test: Quiz – Leçon 4,Test,Tentative de test consultée
2024-11-27 16:17:50,342,Test: Quiz – Leçon 5,Test,Module de cours consulté
2024-11-27 16:17:54,342,Test: Quiz – Leçon 5,Test,Tentative de test commencée
2024-11-27 16:17:55,342,Test: Quiz – Leçon 5,Test,Tentative de test consultée
2024-11-27 16:22:13,717,Test: Quiz – Leçon 4,Test,Tentative de test enregistrée automatiquement
2024-11-27 16:22:59,717,Test: Quiz – Leçon 4,Test,Tentative de test modifiée
2024-11-27 16:23:00,717,Test: Quiz – Leçon 4,Test,Résumé de tentative de test consulté
2024-11-27 16:23:02,717,Test: Quiz – Leçon 4,Test,Tentative de test consultée
2024-11-27 16:23:06,342,Test: Quiz – Leçon 5,Test,Tentative de test enregistrée automatiquement
2024-11-27 16:23:09,717,Test: Quiz – Leçon 4,Test,Tentative de test modifiée
2024-11-27 16:23:10,717,Test: Quiz – Leçon 4,Test,Résumé de tentative de test consulté
2024-11-27 16:23:14,717,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-27 16:23:14,717,Test: Quiz – Leçon 4,Test,Tentative de test envoyée
2024-11-27 16:23:15,717,Test: Quiz – Leçon 4,Test,Tentative de test relue
2024-11-27 16:23:32,342,Test: Quiz – Leçon 5,Test,Tentative de test modifiée
2024-11-27 16:23:32,342,Test: Quiz – Leçon 5,Test,Résumé de tentative de test consulté
2024-11-27 16:23:36,342,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-27 16:23:36,342,Test: Quiz – Leçon 5,Test,Tentative de test envoyée
2024-11-27 16:23:37,342,Test: Quiz – Leçon 5,Test,Tentative de test relue
2024-11-27 16:24:43,342,Test: Quiz – Leçon 6,Test,Module de cours consulté
2024-11-27 16:24:46,342,Test: Quiz – Leçon 6,Test,Tentative de test consultée
2024-11-27 16:24:46,342,Test: Quiz – Leçon 6,Test,Tentative de test commencée
2024-11-27 16:25:39,717,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-27 16:25:45,717,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 16:25:52,717,Test: Test : Ch. 4 – Sous-algorithmes,Test,Module de cours consulté
2024-11-27 16:25:55,717,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test consultée
2024-11-27 16:25:55,717,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test commencée
2024-11-27 16:26:40,342,Test: Quiz – Leçon 6,Test,Tentative de test modifiée
2024-11-27 16:26:41,342,Test: Quiz – Leçon 6,Test,Résumé de tentative de test consulté
2024-11-27 16:26:44,342,Test: Quiz – Leçon 6,Test,Tentative de test envoyée
2024-11-27 16:26:44,342,Test: Quiz – Leçon 6,Test,Tentative de test relue
2024-11-27 16:31:13,717,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test enregistrée automatiquement
2024-11-27 16:33:11,717,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test modifiée
2024-11-27 16:33:12,717,Test: Test : Ch. 4 – Sous-algorithmes,Test,Résumé de tentative de test consulté
2024-11-27 16:33:16,717,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test envoyée
2024-11-27 16:33:16,717,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-27 16:33:17,717,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test relue
2024-11-27 16:38:58,717,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 16:39:05,717,Fichier: Solution de la feuille de TD 1,Fichier,Module de cours consulté
2024-11-27 16:42:23,717,Fichier: Fiche sur les tableaux ,Fichier,Module de cours consulté
2024-11-27 16:42:28,717,Fichier: Exemples sur les tableaux à une dimension,Fichier,Module de cours consulté
2024-11-27 16:42:35,717,Fichier: Fiche sur les tableaux à plusieurs dimensions,Fichier,Module de cours consulté
2024-11-27 16:42:38,717,Fichier: Exemples sur les tableaux à plusieurs dimensions,Fichier,Module de cours consulté
2024-11-27 16:51:59,717,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-27 17:00:23,364,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 17:40:44,717,Fichier: Corrigé des activités en autonomie sur les tableaux à une dimension,Fichier,Module de cours consulté
2024-11-27 17:40:51,717,Fichier: Activités en autonomie sur les tableaux à une dimension,Fichier,Module de cours consulté
2024-11-27 17:42:38,717,Test: Quiz – Leçon 5,Test,Module de cours consulté
2024-11-27 17:42:40,717,Test: Quiz – Leçon 5,Test,Tentative de test consultée
2024-11-27 17:42:40,717,Test: Quiz – Leçon 5,Test,Tentative de test commencée
2024-11-27 17:47:50,717,Test: Quiz – Leçon 5,Test,Tentative de test enregistrée automatiquement
2024-11-27 17:47:51,415,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-27 17:48:12,415,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 17:48:13,415,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Liste d’utilisateurs consultée
2024-11-27 17:48:17,415,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 17:48:29,717,Test: Quiz – Leçon 5,Test,Tentative de test modifiée
2024-11-27 17:48:30,717,Test: Quiz – Leçon 5,Test,Résumé de tentative de test consulté
2024-11-27 17:48:34,717,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-27 17:48:34,717,Test: Quiz – Leçon 5,Test,Tentative de test envoyée
2024-11-27 17:48:35,717,Test: Quiz – Leçon 5,Test,Tentative de test relue
2024-11-27 17:49:40,717,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 17:49:45,717,Test: Test : Ch. 5 – Tableau à une dimension,Test,Module de cours consulté
2024-11-27 17:49:47,717,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test commencée
2024-11-27 17:49:47,717,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test consultée
2024-11-27 17:54:43,717,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test modifiée
2024-11-27 17:54:44,717,Test: Test : Ch. 5 – Tableau à une dimension,Test,Résumé de tentative de test consulté
2024-11-27 17:54:49,717,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test relue
2024-11-27 17:54:49,717,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test envoyée
2024-11-27 17:54:49,717,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-27 17:58:10,717,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 17:58:15,717,Test: Test : Ch. 5 – Tableau à une dimension,Test,Module de cours consulté
2024-11-27 17:58:20,717,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 18:15:20,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 18:15:25,117,Test: Quiz – Leçon 1 : base,Test,Module de cours consulté
2024-11-27 18:15:28,117,Test: Quiz – Leçon 1 : base,Test,Tentative de test commencée
2024-11-27 18:15:28,117,Test: Quiz – Leçon 1 : base,Test,Tentative de test consultée
2024-11-27 18:16:15,117,Test: Quiz – Leçon 1 : base,Test,Tentative de test modifiée
2024-11-27 18:16:16,117,Test: Quiz – Leçon 1 : base,Test,Résumé de tentative de test consulté
2024-11-27 18:16:19,117,Test: Quiz – Leçon 1 : base,Test,Tentative de test envoyée
2024-11-27 18:16:20,117,Test: Quiz – Leçon 1 : base,Test,Tentative de test relue
2024-11-27 18:16:24,117,Test: Quiz – Leçon 1 : booléens,Test,Module de cours consulté
2024-11-27 18:16:26,117,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test commencée
2024-11-27 18:16:26,117,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test consultée
2024-11-27 18:17:14,117,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test modifiée
2024-11-27 18:17:15,117,Test: Quiz – Leçon 1 : booléens,Test,Résumé de tentative de test consulté
2024-11-27 18:17:18,117,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test envoyée
2024-11-27 18:17:19,117,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test relue
2024-11-27 18:17:43,117,Test: Quiz – Leçon 1 : algorithmes,Test,Module de cours consulté
2024-11-27 18:17:45,117,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test commencée
2024-11-27 18:17:46,117,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test consultée
2024-11-27 18:18:19,117,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test modifiée
2024-11-27 18:18:19,117,Test: Quiz – Leçon 1 : algorithmes,Test,Résumé de tentative de test consulté
2024-11-27 18:18:23,117,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test envoyée
2024-11-27 18:18:24,117,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test relue
2024-11-27 18:18:28,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 18:18:32,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-11-27 18:18:35,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test consultée
2024-11-27 18:18:35,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test commencée
2024-11-27 18:19:24,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test modifiée
2024-11-27 18:19:25,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Résumé de tentative de test consulté
2024-11-27 18:19:28,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test relue
2024-11-27 18:19:28,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test envoyée
2024-11-27 18:19:40,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 18:19:44,117,Test: Quiz – Leçon 2,Test,Module de cours consulté
2024-11-27 18:20:21,117,Test: Quiz – Leçon 2,Test,Tentative de test commencée
2024-11-27 18:20:21,117,Test: Quiz – Leçon 2,Test,Tentative de test consultée
2024-11-27 18:20:51,117,Test: Quiz – Leçon 2,Test,Tentative de test modifiée
2024-11-27 18:20:52,117,Test: Quiz – Leçon 2,Test,Résumé de tentative de test consulté
2024-11-27 18:20:55,117,Test: Quiz – Leçon 2,Test,Tentative de test envoyée
2024-11-27 18:20:56,117,Test: Quiz – Leçon 2,Test,Tentative de test relue
2024-11-27 18:21:03,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 18:21:07,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Module de cours consulté
2024-11-27 18:21:11,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test commencée
2024-11-27 18:21:11,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test consultée
2024-11-27 18:22:05,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test modifiée
2024-11-27 18:22:06,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Résumé de tentative de test consulté
2024-11-27 18:22:10,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test envoyée
2024-11-27 18:22:11,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test relue
2024-11-27 18:22:14,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 18:22:18,117,Test: Quiz – Leçon 3,Test,Module de cours consulté
2024-11-27 18:22:20,117,Test: Quiz – Leçon 3,Test,Tentative de test commencée
2024-11-27 18:22:21,117,Test: Quiz – Leçon 3,Test,Tentative de test consultée
2024-11-27 18:23:22,117,Test: Quiz – Leçon 3,Test,Résumé de tentative de test consulté
2024-11-27 18:23:22,117,Test: Quiz – Leçon 3,Test,Tentative de test modifiée
2024-11-27 18:23:25,117,Test: Quiz – Leçon 3,Test,Tentative de test envoyée
2024-11-27 18:23:26,117,Test: Quiz – Leçon 3,Test,Tentative de test relue
2024-11-27 18:23:30,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 18:23:34,117,Test: Test : Ch. 3 – Les itérations,Test,Module de cours consulté
2024-11-27 18:23:36,117,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test commencée
2024-11-27 18:23:36,117,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test consultée
2024-11-27 18:24:55,117,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test modifiée
2024-11-27 18:24:55,117,Test: Test : Ch. 3 – Les itérations,Test,Résumé de tentative de test consulté
2024-11-27 18:25:00,117,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test envoyée
2024-11-27 18:25:01,117,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test relue
2024-11-27 18:25:05,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 18:25:10,117,Test: Quiz – Leçon 4,Test,Module de cours consulté
2024-11-27 18:25:13,117,Test: Quiz – Leçon 4,Test,Tentative de test consultée
2024-11-27 18:25:13,117,Test: Quiz – Leçon 4,Test,Tentative de test commencée
2024-11-27 18:26:11,117,Test: Quiz – Leçon 4,Test,Tentative de test modifiée
2024-11-27 18:26:12,117,Test: Quiz – Leçon 4,Test,Résumé de tentative de test consulté
2024-11-27 18:26:16,117,Test: Quiz – Leçon 4,Test,Tentative de test envoyée
2024-11-27 18:26:17,117,Test: Quiz – Leçon 4,Test,Tentative de test relue
2024-11-27 18:26:22,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 18:26:27,117,Test: Test : Ch. 4 – Sous-algorithmes,Test,Module de cours consulté
2024-11-27 18:26:31,117,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test commencée
2024-11-27 18:26:32,117,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test consultée
2024-11-27 18:28:29,117,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test modifiée
2024-11-27 18:28:29,117,Test: Test : Ch. 4 – Sous-algorithmes,Test,Résumé de tentative de test consulté
2024-11-27 18:28:34,117,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test envoyée
2024-11-27 18:28:35,117,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test relue
2024-11-27 18:28:38,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 18:28:49,117,Test: Quiz – Leçon 5,Test,Module de cours consulté
2024-11-27 18:28:54,117,Test: Quiz – Leçon 5,Test,Tentative de test consultée
2024-11-27 18:28:54,117,Test: Quiz – Leçon 5,Test,Tentative de test commencée
2024-11-27 18:29:57,117,Test: Quiz – Leçon 5,Test,Tentative de test modifiée
2024-11-27 18:29:58,117,Test: Quiz – Leçon 5,Test,Résumé de tentative de test consulté
2024-11-27 18:30:01,117,Test: Quiz – Leçon 5,Test,Tentative de test envoyée
2024-11-27 18:30:02,117,Test: Quiz – Leçon 5,Test,Tentative de test relue
2024-11-27 18:30:05,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 18:30:09,117,Test: Test : Ch. 5 – Tableau à une dimension,Test,Module de cours consulté
2024-11-27 18:30:11,117,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test consultée
2024-11-27 18:30:11,117,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test commencée
2024-11-27 18:31:53,117,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test modifiée
2024-11-27 18:31:54,117,Test: Test : Ch. 5 – Tableau à une dimension,Test,Résumé de tentative de test consulté
2024-11-27 18:31:57,117,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test envoyée
2024-11-27 18:31:58,117,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test relue
2024-11-27 18:32:16,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 18:32:19,117,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Module de cours consulté
2024-11-27 18:32:22,117,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test commencée
2024-11-27 18:32:22,117,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test consultée
2024-11-27 18:32:36,117,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test modifiée
2024-11-27 18:32:37,117,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Résumé de tentative de test consulté
2024-11-27 18:32:40,117,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test envoyée
2024-11-27 18:32:41,117,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test relue
2024-11-27 18:33:05,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-27 18:33:09,117,Test: Quiz – Leçon 6,Test,Module de cours consulté
2024-11-27 18:33:11,117,Test: Quiz – Leçon 6,Test,Tentative de test consultée
2024-11-27 18:33:11,117,Test: Quiz – Leçon 6,Test,Tentative de test commencée
2024-11-27 18:33:25,117,Test: Quiz – Leçon 6,Test,Tentative de test modifiée
2024-11-27 18:33:26,117,Test: Quiz – Leçon 6,Test,Résumé de tentative de test consulté
2024-11-27 18:33:29,117,Test: Quiz – Leçon 6,Test,Tentative de test envoyée
2024-11-27 18:33:30,117,Test: Quiz – Leçon 6,Test,Tentative de test relue
2024-11-27 22:46:33,74,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-27 22:46:40,74,Test: Quiz Leçon 3,Test,Module de cours consulté
2024-11-27 22:46:42,74,Test: Quiz Leçon 3,Test,Tentative de test consultée
2024-11-27 22:46:42,74,Test: Quiz Leçon 3,Test,Tentative de test commencée
2024-11-27 22:51:06,74,Test: Quiz Leçon 3,Test,Tentative de test modifiée
2024-11-27 22:51:07,74,Test: Quiz Leçon 3,Test,Résumé de tentative de test consulté
2024-11-27 22:51:11,74,Test: Quiz Leçon 3,Test,Tentative de test envoyée
2024-11-27 22:51:11,74,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Utilisateur évalué
2024-11-27 22:51:12,74,Test: Quiz Leçon 3,Test,Tentative de test relue
2024-11-27 22:52:57,74,Test: Quiz Leçon 3,Test,Module de cours consulté
2024-11-27 22:52:59,74,Test: Quiz Leçon 3,Test,Tentative de test consultée
2024-11-27 22:52:59,74,Test: Quiz Leçon 3,Test,Tentative de test commencée
2024-11-27 22:53:28,74,Test: Quiz Leçon 3,Test,Tentative de test modifiée
2024-11-27 22:53:29,74,Test: Quiz Leçon 3,Test,Résumé de tentative de test consulté
2024-11-27 22:53:33,74,Test: Quiz Leçon 3,Test,Tentative de test relue
2024-11-27 22:53:33,74,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Utilisateur évalué
2024-11-27 22:53:33,74,Test: Quiz Leçon 3,Test,Tentative de test envoyée
2024-11-27 22:53:44,74,Test: Quiz Leçon 3,Test,Module de cours consulté
2024-11-27 22:53:46,74,Test: Quiz Leçon 3,Test,Tentative de test commencée
2024-11-27 22:53:46,74,Test: Quiz Leçon 3,Test,Tentative de test consultée
2024-11-27 22:54:10,74,Test: Quiz Leçon 3,Test,Tentative de test modifiée
2024-11-27 22:54:11,74,Test: Quiz Leçon 3,Test,Résumé de tentative de test consulté
2024-11-27 22:54:15,74,Test: Quiz Leçon 3,Test,Tentative de test envoyée
2024-11-27 22:54:16,74,Test: Quiz Leçon 3,Test,Tentative de test relue
2024-11-27 22:54:23,74,Test: Quiz Leçon 3,Test,Module de cours consulté
2024-11-27 22:54:25,74,Test: Quiz Leçon 3,Test,Tentative de test consultée
2024-11-27 22:54:25,74,Test: Quiz Leçon 3,Test,Tentative de test commencée
2024-11-27 22:54:53,74,Test: Quiz Leçon 3,Test,Tentative de test modifiée
2024-11-27 22:54:54,74,Test: Quiz Leçon 3,Test,Résumé de tentative de test consulté
2024-11-27 22:54:58,74,Test: Quiz Leçon 3,Test,Tentative de test envoyée
2024-11-27 22:54:58,74,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Utilisateur évalué
2024-11-27 22:54:59,74,Test: Quiz Leçon 3,Test,Tentative de test relue
2024-11-28 08:07:10,457,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-28 08:07:14,457,Test: Test : Ch. 5 – Tableau à une dimension,Test,Module de cours consulté
2024-11-28 08:07:19,457,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-28 08:07:21,457,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Module de cours consulté
2024-11-28 08:07:27,457,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-28 08:07:39,457,Test: Quiz – Leçon 1 : base,Test,Module de cours consulté
2024-11-28 08:07:43,457,Test: Quiz – Leçon 1 : base,Test,Tentative de test consultée
2024-11-28 08:07:43,457,Test: Quiz – Leçon 1 : base,Test,Tentative de test commencée
2024-11-28 08:09:06,457,Test: Quiz – Leçon 1 : base,Test,Résumé de tentative de test consulté
2024-11-28 08:09:06,457,Test: Quiz – Leçon 1 : base,Test,Tentative de test modifiée
2024-11-28 08:09:10,457,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-28 08:09:10,457,Test: Quiz – Leçon 1 : base,Test,Tentative de test envoyée
